ID,Ref,Tidning,Hemisphere,Lat midpoint,Lat(abs),Lat range,exakt long,system,habitat,organisms,group,trophic position,dispersal type ,living type,log body size,parasites,method,Level,regression,N(loglog),Rztransfrom(loglog),Var rz(loglog),log c(loglog),Area(scala)loglog,log c(m2)(loglog),Slope z(loglog),zSE(loglog),zSEsq(loglog),log minAm2,log maxAm2,log meanAm2
790,Semenova & Onipchenko 1996,Oecologia Montana 5: 83-86,northern,43.45,43.45,,41.68,terrestrial,non-forest,plants (soil seed bank),plants,autotrophs,seeds,sessile,1,no,nested,,log-log,49,1.582555171,0.02173913,1.376,m2,1.376,0.174,0.011,0.000121,-2,-0.30980392,1.237694509
791,Semenova & Onipchenko 1996,Oecologia Montana 5: 83-86,northern,43.45,43.45,,41.68,terrestrial,non-forest,plants (soil seed bank),plants,autotrophs,seeds,sessile,1,no,nested,,log-log,49,1.436544658,0.02173913,1.485,m2,1.485,0.373,0.027,0.000729,-2,-0.30980392,1.237694509
792,Connor & McCoy 1979,"from Connor & McCoy 1979, Am Nat 113: 791-833",northern,36.5,36.5,19,,water,streams,bivalves,zoobenthos,omnivores,pelagic larvae,sessile,-1.096910013,no,independent,,log-log,44,0.768403234,0.024390244,-0.405,km2,-2.493,0.348,,,,,10.23215472
793,Sfenthourakis 1996,Global Ecology & Biogeography Letters 5: 149-157,northern,38,38,,25,terrestrial,islands,terrestrial isopods,arthropods,omnivores,flying,mobile,-2.301029996,no,independent,A2b,log-log,43,1.831780823,0.025,0.969,km2,-0.255,0.204,0.01,0.0001,4.477121255,8.677789391,7.918270548
794,Shimizu & de Almeida Rodrigues 1988,Ciéncia e Cultura 40:689-690,southern,-23.816,23.816,,-45.42,water,marine,vagile fauna,zoobenthos,omnivores,mobility,mobile,-1.584,no,independent,,log-log,150,,0.006802721,-0.454692884,cm2,0.761307116,0.304,,,-2.455931956,-1.045757491,
795,Shimizu 1986,Ecol Res 1: 185-194,northern,35.05,35.05,,135.77,terrestrial,non-forest,flowering plants,plants,autotrophs,seeds,sessile,1,no,independent,,log-log,143,0.847955755,0.007142857,0.945,m2,0.945,0.214,,,-0.698970004,2.301029996,
796,Shurin 2000,Ecology 81: 3074-3086,northern,42,42,,-86,water,lakes,rotifera,zooplankton,microbivores,passive,plankton,-5.301029996,no,independent,,log-log,11,0.381593634,0.125,0.64926,m2,0.64926,0.1124001,0.095842,0.009185689,2.414973348,4.081779227,
797,Shurin 2000,Ecology 81: 3074-3086,northern,42,42,,-86,water,lakes,crustacea,zooplankton,omnivores,passive,plankton,-3.74,no,independent,,log-log,11,0.008544212,0.125,0.88406,m2,0.88406,-0.002941,0.114504,0.013111166,2.414973348,4.081779227,
798,Shurin et al. 2000,Ecology 81: 3062-3073,,,,,,water,lakes,Cladocera,zooplankton,omnivores,passive,plankton,-3.74,no,independent,,log-log,24,1.364777193,0.047619048,0.845718018,km2,0.365718018,0.08,0.04,0.0016,8.123851641,13.07918125,11.93244769
799,Shurin et al. 2000,Ecology 81: 3062-3073,,,,,,water,lakes,Calanoids,zooplankton,omnivores,passive,plankton,-3.74,no,independent,,log-log,25,1.364777193,0.045454545,-0.031517051,km2,-0.991517051,0.16,0.05,0.0025,8.123851641,13.07918125,11.93244769
800,Shurin et al. 2000,Ecology 81: 3062-3073,,,,,,water,lakes,Cyclopoids,zooplankton,omnivores,passive,plankton,-3.74,no,independent,,log-log,25,1.230122924,0.045454545,0.40654018,km2,-0.01345982,0.07,0.05,0.0025,8.123851641,13.07918125,11.93244769
801,Sidner & Davis 1995,General technical report RM 264: 294-300,northern,34,34,,-112,terrestrial,,bats,mammals,omnivores,flying,flying,1.113943352,no,independent,A2b,log-log,10,0.911810286,0.142857143,-0.821,km2,-4.223,0.567,0.192,0.036864,8.021189299,9.166726056,8.736555847
802,Simberloff & Gotelli 1984,Biological Conservation 29: 27-46,northern,,,,,terrestrial,,plants,plants,autotrophs,seeds,sessile,1,no,independent,,log-log,15,1.150742794,0.083333333,1.152,ha,0.356,0.199,0.039,0.001521,2.819543936,5.982271233,5.22016041
803,Connor & McCoy 1979,"from Connor & McCoy 1979, Am Nat 113: 791-833",northern,28.75,28.75,2.5,,terrestrial,islands,birds,birds,omnivores,flying,flying,2.167739032,no,independent,,log-log,8,0.738106846,0.2,1.15,km2,0.418,0.122,,,,,8.992387809
804,Connor & McCoy 1979,"from Connor & McCoy 1979, Am Nat 113: 791-833",northern,59.13,59.13,0.75,,terrestrial,islands,birds,birds,omnivores,flying,flying,2.167739032,no,independent,,log-log,18,1.466981097,0.066666667,0.778,km2,-1.088,0.311,,,,,7.488804451
805,Connor & McCoy 1979,"from Connor & McCoy 1979, Am Nat 113: 791-833",northern,54.25,54.25,8.5,,terrestrial,,birds,birds,omnivores,flying,flying,2.167739032,no,independent,,log-log,26,1.037755028,0.043478261,0.9,km2,-0.558,0.243,,,,,10.08642707
806,Simberloff 1976,Ecology 57: 629-648,northern,25,25,,-80.5,terrestrial,islands,"arboreal insects, spiders, centipedes, millipedes, isopods, pseudoscorpions, scorpions",arthropods,omnivores,mobility,mobile,-2.301029996,no,independent,,log-log,24,0.713713193,0.047619048,1.599,m2,1.599,0.105,0.029,0.000841,1.73239376,3.101403351,2.684134116
807,Connor & McCoy 1979,"from Connor & McCoy 1979, Am Nat 113: 791-833",northern,24.75,24.75,0.33,,terrestrial,marine,arthropods,insects,omnivores,flying,flying,-2.301029996,no,independent,,log-log,32,0.993851906,0.034482759,1.279,okänd,,0.221,,,,,
808,Wright 1981,"from Wright 1981, Am Nat 118: 726-748",northern,,,,,terrestrial,islands,amphibians,amphibians,omnivores,mobility,mobile,1.0599,no,independent,,log-log,11,0.289853534,0.125,0.289,km2,-0.161,0.075,0.085,0.007225,8.579783597,11.36144451,10.43125115
809,Wright 1981,"from Wright 1981, Am Nat 118: 726-748",northern,,,,,terrestrial,islands,reptiles,reptiles,omnivores,mobility,mobile,2.8114,no,independent,,log-log,11,0.160360592,0.125,0.363,km2,0.111,0.042,0.087,0.007569,8.579783597,11.36144451,10.43125115
810,Soulé 1988,Conservation Biology 2: 75-92,northern,33,33,,-117,terrestrial,forest,chaparral-requiring birds,birds,omnivores,flying,flying,1.967948925,no,independent,,log-log,37,0.615518437,0.029411765,0.245,ha,-1.039,0.321,0.083,0.006889,3.602059991,6.011866357,5.153936754
811,Soulé 1988,Conservation Biology 2: 75-92,northern,33,33,,-117,terrestrial,forest,chaparral-requiring birds,birds,omnivores,flying,flying,1.967948925,no,independent,,log-log,37,1.005753716,0.029411765,0.351,ha,-1.077,0.357,0.051,0.002601,3.602059991,6.011866357,5.153936754
812,Wright 1981,"from Wright 1981, Am Nat 118: 726-748",northern,49.5,49.5,,-2.5,terrestrial,islands,nonvolant mammals,mammals,omnivores,mobility,mobile,2.903089987,no,independent,A2b,log-log,5,1.712880469,0.5,0.376,km2,-1.184,0.26,0.056,0.003136,6.113943352,8.065579715,7.589279221
813,Wright 1981,"from Wright 1981, Am Nat 118: 726-748",northern,,,,,terrestrial,islands,nonvolant mammals,mammals,omnivores,mobility,mobile,2.903089987,no,independent,,log-log,7,1.337207961,0.25,-0.19,km2,-1.9,0.285,0.072,0.005184,8.579783597,11.36144451,10.43125115
814,Wright 1981,"from Wright 1981, Am Nat 118: 726-748",northern,,,,,terrestrial,islands,bats,mammals,omnivores,flying,flying,1.113943352,no,independent,,log-log,8,1.345554808,0.2,-0.005,km2,-1.157,0.192,0.044,0.001936,8.579783597,11.36144451,10.43125115
815,Steffan-Dewenter & Tscharntke 2000,Ecology Letters 3: 449-456,northern,51.5,51.5,,10,terrestrial,non-forest,butterflies and burnets,insects,herbivores,flying,flying,-0.151,no,independent,,log-log,33,0.814381093,0.033333333,1.023,m2,1.023,0.113,0.022,0.000484,2.512954412,4.968911941,4.009905774
816,Steffan-Dewenter & Tscharntke 2000,Ecology Letters 3: 449-456,northern,51.5,51.5,,10,terrestrial,non-forest,plants,plants,autotrophs,seeds,sessile,1,no,independent,,log-log,33,0.821710883,0.033333333,1.182,m2,1.182,0.138,0.027,0.000729,2.482412329,4.894472469,3.936673759
817,Stevens 1986,Am Nat 128: 35-46,northern,,,,,terrestrial,forest,wood-boring insects,insects,herbivores,flying,mobile,-2.301029996,no,independent,,log-log,20,0.438017735,0.058823529,0.447,m2,0.447,0.424,0.221,0.048841,11.44715803,12.57403127,18.21325205
818,Straw & Ludlow 1994,Oikos 71: 188-192,northern,,,,,terrestrial,non-forest,assoc. Insects,insects,herbivores,flying,flying,-2.301029996,no,,,log-log,8,0.941694896,0.2,-0.644,10x10 km,-5.908,0.658,0.247,0.061009,10.66302871,11.54235292,7.372870228
819,Straw & Ludlow 1994,Oikos 71: 188-192,northern,,,,,terrestrial,forest,assoc. Insects,insects,herbivores,flying,flying,-2.301029996,no,,,log-log,14,0.306226146,0.090909091,-1.241,10x10 km,-9.201,0.995,0.925,0.855625,10.92009566,11.37425642,7.28922451
820,Connor & McCoy 1979,"from Connor & McCoy 1979, Am Nat 113: 791-833",northern,54.25,54.25,8.5,,terrestrial,forest,fungi,Fungi,decomposers,spores,sessile,,no,independent,,log-log,23,0.594326311,0.05,0.117,km2,-1.707,0.304,,,,,9.430950988
821,Connor & McCoy 1979,"from Connor & McCoy 1979, Am Nat 113: 791-833",northern,54.25,54.25,8.5,,terrestrial,forest,tree insects,insects,herbivores,flying,flying,-2.301029996,no,independent,,log-log,26,1.068776975,0.043478261,-2.108,km2,-8.828,1.12,,,,,9.4018842
822,Connor & McCoy 1979,"from Connor & McCoy 1979, Am Nat 113: 791-833",,10,10,20,,terrestrial,forest,tree insects,insects,omnivores,flying,mobile,-2.301029996,no,independent,,log-log,21,0.708921359,0.055555556,0.498,km2,-1.722,0.37,,,,,8.795376639
823,Strong et al. 1977,Ecology 58: 167-175,,,,,,terrestrial,non-forest,arthropod pest species,arthropods,herbivores,flying,flying,-2.301029996,no,independent,,log-log,75,0.883162286,0.013888889,-0.329,ha,-1.805,0.369,0.043,0.001849,4.301029996,10.31848073,8.950903639
824,Connor & McCoy 1979,"from Connor & McCoy 1979, Am Nat 113: 791-833",,19,19,38,,terrestrial,non-forest,insects,insects,omnivores,flying,flying,-2.301,no,independent,,log-log,75,0.883162286,0.013888889,0.409,km2,-1.805,0.369,,,,,8.950903493
825,Summerville et al 2002,Oikos 97: 195-204,northern,39.5,39.5,,-84.8,terrestrial,non-forest,butterflies and skippers,insects,herbivores,flying,flying,-0.151,no,independent,,log-log,25,1.231452076,0.045454545,-1.415,m2,-1.415,1.065,0.142,0.020164,1.653212514,2.352182518,2.130333768
826,Tanner 1977,J of Ecology 65: 883-918,northern,18,18,,-77,terrestrial,forest,trees >10cm girth,plants,autotrophs,seeds,sessile,4.64,no,nested,,log-log,8,2.646652412,0.2,0.411,m2,0.411,0.274,0.016,0.000256,1.939519253,2.902002891,2.648360011
827,Tanner 1977,J of Ecology 65: 883-918,northern,18,18,,-77,terrestrial,forest,trees >10cm girth,plants,autotrophs,seeds,sessile,4.64,no,nested,,log-log,10,3.250394522,0.142857143,-0.061,m2,-0.061,0.495,0.014,0.000196,1.939519253,2.992111488,2.72916479
828,Tanner 1977,J of Ecology 65: 883-918,northern,18,18,,-77,terrestrial,forest,trees >10cm girth,plants,autotrophs,seeds,sessile,4.64,no,nested,,log-log,10,2.699583863,0.142857143,0.439,m2,0.439,0.364,0.017,0.000289,1.963787827,2.994317153,2.731588765
829,Tanner 1977,J of Ecology 65: 883-918,northern,18,18,,-77,terrestrial,forest,trees >10cm girth,plants,autotrophs,seeds,sessile,4.64,no,nested,,log-log,10,1.764468591,0.142857143,0.028,m2,0.028,0.523,0.065,0.004225,1.939519253,3.016615548,2.739572344
830,Taylor 1996,Freshwater Biology 36: 385-396,northern,36,36,,-96,water,streams,fishes,fish,omnivores,mobility,nekton,2.426,no,nested,,log-log,42,0.972955075,0.025641026,-0.237,m2,-0.237,0.396,0.055,0.003025,1.019888606,2.27383085,1.791202056
831,Terayama & Murata 1987,Bull Biogeogr Soc Japan 42: 57-64,northern,32,32,,140,terrestrial,forest,ants,insects,omnivores,flying,mobile,-2.398,no,independent,,log-log,10,0.095287349,0.142857143,0.91,km2,0.49,0.07,0.262,0.068644,4.875061263,6.230193379,5.615950052
832,Terayama 1992,Bull Biogeogr Soc Japan 47: 1-31,northern,27,27,,127.5,terrestrial,islands,plants,plants,autotrophs,seeds,sessile,1,no,independent,A2b,log-log,10,1.341366197,0.142857143,1.745,km2,-1.369,0.519,0.103,0.010609,6.799340549,9.099335278,8.486727936
833,Terayama 1992,Bull Biogeogr Soc Japan 47: 1-31,,,,,,terrestrial,islands,ants,insects,omnivores,flying,mobile,-2.398,no,independent,,log-log,14,0.522984278,0.090909091,1.316,km2,0.932,0.064,0.034,0.001156,4.602059991,9.264817823,8.305617884
834,Terayama 1992,Bull Biogeogr Soc Japan 47: 1-31,,,,,,terrestrial,islands,plants,plants,autotrophs,seeds,sessile,1,no,independent,,log-log,14,1.608918162,0.090909091,2.316,km2,0.726,0.265,0.032,0.001024,5,8.932980822,8.268142523
835,Terayama 1992,Bull Biogeogr Soc Japan 47: 1-31,northern,32,32,,140,terrestrial,islands,ants,insects,omnivores,flying,mobile,-2.398,no,independent,A2b,log-log,18,0.245835504,0.066666667,1.292,km2,0.926,0.061,0.062,0.003844,5.477121255,8.932980822,8.083083173
836,Terayama 1992,Bull Biogeogr Soc Japan 47: 1-31,northern,27,27,,127.5,terrestrial,islands,ants,insects,omnivores,flying,mobile,-2.398,no,independent,A2b,log-log,21,1.643786178,0.055555556,1.099,km2,-0.497,0.266,0.025,0.000625,5.698970004,9.099335278,8.176973428
837,Terayama 1992,Bull Biogeogr Soc Japan 47: 1-31,northern,24,24,,145,terrestrial,islands,ants,insects,omnivores,flying,mobile,-2.398,no,independent,A2b,log-log,27,0.75648181,0.041666667,1.297,km2,0.661,0.106,0.026,0.000676,4.477121255,8.833784375,7.976547132
838,Terborgh & Faaborg 1980,Am Nat 116: 178-195,northern,64.23,64.23,26.54,-15.555,terrestrial,islands,birds,birds,omnivores,flying,flying,1.62,no,independent,,log-log,24,1.328980742,0.047619048,0.864,km2,-0.486,0.225,0.027,0.000729,6.698970004,9.880813592,9.631570589
839,Connor & McCoy 1979,"from Connor & McCoy 1979, Am Nat 113: 791-833",northern,17.5,17.5,11,,terrestrial,islands,land birds,birds,omnivores,flying,flying,2.0725,no,independent,,log-log,19,1.308912555,0.0625,0.979,km2,-0.143,0.187,,,,,10.0870218
840,Connor & McCoy 1979,"from Connor & McCoy 1979, Am Nat 113: 791-833",northern,20.55,20.55,3.5,,terrestrial,islands,psocids,insects,omnivores,flying,mobile,,no,independent,,log-log,6,0.918105616,0.333333333,0.468,km2,-1.944,0.402,,,,,9.022428371
841,Tonn & Magnuson 1982,Ecology 63: 1149-1166,northern,46,46,,-89.5,water,lakes,fish,fish,omnivores,mobility,nekton,2.426,no,independent,,log-log,18,0.859500057,0.066666667,0.345,ha,-1.023,0.342,0.088,0.007744,4.380211242,5.953276337,5.462397998
842,Ulrich 1999,Polskie Pismo Entomologiczne 68: 151-164,northern,,,,,terrestrial,,Hymenoptera,insects,herbivores,flying,flying,-2.301029996,yes,,,log-log,,,,2.608953699,km2,1.240953699,0.228,,,5,13,
843,Usher 1979,J Appl Ecol 16: 213-215,northern,,,,,terrestrial,,plants,plants,autotrophs,seeds,sessile,1,no,,,log-log,34,0.907644983,0.032258065,25.77086771,ha,24.60886771,0.2905,,,3,10,7
844,Wade & Thompson 1991,Trans Ky Acad Sci 52: 21-26,northern,,,,,terrestrial,forest,plants,plants,autotrophs,seeds,sessile,1,no,independent,,log-log,24,1.362622841,0.047619048,2.416,ha,1.952,0.116,0.014,0.000196,4.84509804,9.817427854,8.696350202
845,Van Buskirk 1985,The Wilson Bulletin 97: 566-569,northern,48,48,,-89,terrestrial,islands,birds,birds,omnivores,flying,flying,2.167739032,no,independent,A2b,log-log,36,1.431629261,0.03030303,0.663,ha,-0.313,0.244,0.021,0.000441,0.477121255,5.31344537,4.242292905
846,Ward & Blaustein 1994,J of Biogeography 21: 595-603,northern,30.83,30.83,,34.77,water,lakes,arthropods,arthropods,omnivores,flying,mobile,-2.301029996,no,independent,,log-log,12,0.393258256,0.111111111,0.75,m2,0.75,0.18,,,,,
847,Ward & Blaustein 1994,J of Biogeography 21: 595-603,northern,30.83,30.83,,34.77,water,lakes,arthropods,arthropods,omnivores,flying,mobile,-2.301029996,no,independent,,log-log,18,0.909954167,0.066666667,0.68,m2,0.68,0.18,,,,,
848,Ward & Blaustein 1994,J of Biogeography 21: 595-603,northern,30.83,30.83,,34.77,water,lakes,arthropods,arthropods,omnivores,flying,mobile,-2.301029996,no,independent,,log-log,27,1.171089504,0.041666667,0.66,m2,0.66,0.25,,,,,
849,Ward & Blaustein 1994,J of Biogeography 21: 595-603,northern,30.83,30.83,,34.77,water,lakes,arthropods,arthropods,omnivores,flying,mobile,-2.301029996,no,independent,,log-log,32,0.628149137,0.034482759,0.62,m2,0.62,0.22,,,,,
850,Ward & Blaustein 1994,J of Biogeography 21: 595-603,northern,30.83,30.83,,34.77,water,lakes,arthropods,arthropods,omnivores,flying,mobile,-2.301029996,no,independent,,log-log,33,0.693147181,0.033333333,0.41,m2,0.41,0.22,,,,,
851,Ward & Blaustein 1994,J of Biogeography 21: 595-603,northern,30.83,30.83,,34.77,water,lakes,arthropods,arthropods,omnivores,flying,mobile,-2.301029996,no,independent,,log-log,34,0.467145308,0.032258065,0.58,m2,0.58,0.16,,,,,
852,Ward & Blaustein 1994,J of Biogeography 21: 595-603,northern,30.83,30.83,,34.77,water,lakes,arthropods,arthropods,omnivores,flying,mobile,-2.301029996,no,independent,,log-log,34,0.732348114,0.032258065,0.1,m2,0.1,0.37,,,,,
853,Ward & Blaustein 1994,J of Biogeography 21: 595-603,northern,30.83,30.83,,34.77,water,lakes,arthropods,arthropods,omnivores,flying,mobile,-2.301029996,no,independent,,log-log,37,0.719244967,0.029411765,0.28,m2,0.28,0.31,,,,,
854,Ward & Blaustein 1994,J of Biogeography 21: 595-603,northern,30.83,30.83,,34.77,water,lakes,arthropods,arthropods,omnivores,flying,mobile,-2.301029996,no,independent,,log-log,37,0.481211825,0.029411765,0.37,m2,0.37,0.32,,,,,
855,Ward & Blaustein 1994,J of Biogeography 21: 595-603,northern,30.83,30.83,,34.77,water,lakes,arthropods,arthropods,omnivores,flying,mobile,-2.301029996,no,independent,,log-log,37,0.64115494,0.029411765,0.41,m2,0.41,0.33,,,,,
856,Ward & Blaustein 1994,J of Biogeography 21: 595-603,northern,30.83,30.83,,34.77,water,lakes,arthropods,arthropods,omnivores,flying,mobile,-2.301029996,no,independent,,log-log,46,0.408617676,0.023255814,0.23,m2,0.23,0.27,,,,,
857,Ward & Blaustein 1994,J of Biogeography 21: 595-603,northern,30.83,30.83,,34.77,water,lakes,arthropods,arthropods,omnivores,flying,mobile,-2.301029996,no,independent,,log-log,50,0.408617676,0.021276596,0.16,m2,0.16,0.32,,,,,
858,Wright 1981,"from Wright 1981, Am Nat 118: 726-748",northern,,,,,terrestrial,islands,nonvolant mammals,mammals,omnivores,mobility,mobile,2.903089987,no,independent,,log-log,16,1.482846882,0.076923077,-0.634,km2,-2.926,0.382,0.049,0.002401,7.113943352,11.04713151,9.910895805
859,Watson & Peterson 1999,Ecography 22: 582-589,northern,17.5,17.5,25,,terrestrial,forest,Birds,birds,omnivores,flying,flying,2.167739032,no,independent,,log-log,31,0.365443754,0.035714286,1.994,km2,1.574,0.07,0.035,0.001225,6,9.113943352,8.321886208
860,Connor & McCoy 1979,"from Connor & McCoy 1979, Am Nat 113: 791-833",northern,39.45,39.45,7.1,,terrestrial,islands,land birds,birds,omnivores,flying,flying,2.0725,no,independent,,log-log,39,1.22457999,0.027777778,-0.171,km2,-2.277,0.351,,,,,10.58909153
861,Watters 1992,J of Biogeography 19: 481-490,northern,41,41,,-84,water,streams,fish,fish,omnivores,mobility,nekton,2.426,no,nested,,log-log,38,1.521737659,0.028571429,0.641,km2,-1.351,0.332,0.025,0.000625,7,11.72439057,10.30568513
862,Watters 1992,J of Biogeography 19: 481-490,northern,39,39,,-83,water,streams,unionids,molluscs,omnivores,pelagic larvae,sessile,-1.096910013,no,nested,,log-log,47,1.582555171,0.022727273,0.24,km2,-1.818,0.343,0.022,0.000484,7,11.72439057,10.30568513
863,Changeux 1998,"from Changeux 1998, Ital J Zool 65 Suppl: 305-311",northern,39,39,,-83,water,streams,fish,fish,omnivores,mobility,nekton,2.426,no,,,log-log,37,,0.029411765,0.670980631,km2,-1.261019369,0.322,,,,,
864,Vaughan & Wiehe 1941,J of Ecology 29: 127-160,southern,-20,20,,60,terrestrial,forest,phanerophytes,plants,autotrophs,seeds,sessile,1,no,nested,,log-log,9,2.379576392,0.166666667,0.455,m2,0.455,0.365,0.026,0.000676,0.301029996,3,2.300160537
865,Vaughan & Wiehe 1941,J of Ecology 29: 127-161,southern,-20,20,,60,terrestrial,forest,phanerophytes,plants,autotrophs,seeds,sessile,1,no,nested,,log-log,10,2.184723926,0.142857143,0.756,m2,0.756,0.428,0.034,0.001156,0.301029996,3,2.300160537
866,Vaughan & Wiehe 1941,J of Ecology 29: 127-162,southern,-20,20,,60,terrestrial,forest,phanerophytes,plants,autotrophs,seeds,sessile,1,no,nested,,log-log,10,2.477410257,0.142857143,0.451,m2,0.451,0.494,0.03,0.0009,0.301029996,3,2.300160537
867,Vaughn 1997,Ecography 20: 107-115,northern,38.48,38.48,8.2,,water,streams,bivalves,zoobenthos,omnivores,pelagic larvae,sessile,-1.096910013,no,independent,,log-log,14,0.290940262,0.090909091,1.117,km2,0.661,0.076,0.074,0.005476,8.469822016,10.14721242,9.447490272
868,Weiher 1999,J of Ecology 87:1005-1011,northern,45,45,,-77,water,non-forest,plants,plants,autotrophs,seeds,sessile,1,no,nested,,log-log,10,1.897622675,0.142857143,1.215901813,m2,1.215901813,0.097,0.01,0.0001,-0.602059991,2.176091259,
869,Weiher 1999,J of Ecology 87:1005-1011,northern,45,45,,-77,water,non-forest,plants,plants,autotrophs,seeds,sessile,1,no,nested,,log-log,10,2.29243167,0.142857143,1.13289977,m2,1.13289977,0.154,0.01,0.0001,-0.602059991,2.176091259,
870,Weiher 1999,J of Ecology 87:1005-1011,northern,45,45,,-77,water,non-forest,plants,plants,autotrophs,seeds,sessile,1,no,nested,,log-log,10,2.644120761,0.142857143,1.11991541,m2,1.11991541,0.214,0.01,0.0001,-0.602059991,2.176091259,
871,Weiher 1999,J of Ecology 87:1005-1011,northern,45,45,,-77,water,non-forest,plants,plants,autotrophs,seeds,sessile,1,no,nested,,log-log,10,2.129315643,0.142857143,1.135132651,m2,1.135132651,0.156,0.012,0.000144,-0.602059991,2.176091259,
